Id,Weekly_Sales
1_46_2012-11-30,18451.054059926275
1_48_2012-11-30,18313.586586065838
1_49_2012-11-30,9409.1772771313
1_52_2012-11-30,2610.442143457175
1_54_2012-11-30,18313.586586065838
1_55_2012-11-30,18685.650063912246
1_56_2012-11-30,1551.07725098933
1_58_2012-11-30,2713.769181197433
1_59_2012-11-30,765.859659741428
1_60_2012-11-30,1204.0326224406506
1_67_2012-11-30,6084.598022198448
1_71_2012-11-30,3064.573264666868
1_72_2012-11-30,98427.8946254648
1_74_2012-11-30,13011.736211872289
1_79_2012-11-30,34393.29742564892
1_80_2012-11-30,20499.785000282864
1_81_2012-11-30,31432.847180622808
1_82_2012-11-30,22758.743885672415
1_83_2012-11-30,4757.201910868856
1_85_2012-11-30,3824.1177318809373
1_87_2012-11-30,52627.80776592563
1_90_2012-11-30,97027.64203699096
1_91_2012-11-30,64980.650528727034
1_92_2012-11-30,168840.8414830036
1_93_2012-11-30,85282.91306743694
1_94_2012-11-30,54492.17196696869
1_95_2012-11-30,116039.33106538194
1_96_2012-11-30,18313.586586065838
1_97_2012-11-30,34122.766367365606
1_98_2012-11-30,15868.635230760421
1_99_2012-11-30,18313.586586065838
1_1_2012-12-07,34176.77251301291
1_2_2012-12-07,49129.32234810467
1_3_2012-12-07,12521.879987521093
1_4_2012-12-07,41202.476358994456
1_5_2012-12-07,51993.814221350054
1_6_2012-12-07,9456.33296405348
1_7_2012-12-07,67179.34462136179
1_8_2012-12-07,41269.768289246866
1_9_2012-12-07,30987.50458146762
1_10_2012-12-07,30551.09106100934
1_11_2012-12-07,33210.60165500924
1_12_2012-12-07,7507.682773453534
1_13_2012-12-07,37398.76856937935
1_14_2012-12-07,26508.67976561479
1_16_2012-12-07,5930.054238084755
1_17_2012-12-07,11265.587788121546
1_18_2012-12-07,18313.586586065838
1_19_2012-12-07,1416.3344630668707
1_20_2012-12-07,3715.341612739871
1_21_2012-12-07,9659.177663034456
1_22_2012-12-07,11383.685801022835
1_23_2012-12-07,32966.258944002926
1_24_2012-12-07,11557.995544575384
1_25_2012-12-07,12208.813510406892
1_26_2012-12-07,9399.36796667532
1_27_2012-12-07,3076.5221675423372
1_28_2012-12-07,774.2594532661992
1_29_2012-12-07,7082.974508462568
1_30_2012-12-07,2046.1332567988982
1_31_2012-12-07,3046.247789492716
1_32_2012-12-07,13867.337262385056
1_33_2012-12-07,10953.455980475686
1_34_2012-12-07,15276.61634271654
1_35_2012-12-07,2787.069541614006
1_36_2012-12-07,2721.344031564545
1_37_2012-12-07,2300.9079508978034
1_38_2012-12-07,75163.20158351527
1_40_2012-12-07,63206.25729167054
1_41_2012-12-07,1682.4604755348735
1_42_2012-12-07,6588.481385226969
1_44_2012-12-07,8774.184921983491
1_45_2012-12-07,18313.586586065838
1_46_2012-12-07,25428.932645012006
1_48_2012-12-07,18313.586586065838
1_49_2012-12-07,9266.405302313564
1_52_2012-12-07,3009.2393991994554
1_54_2012-12-07,18313.586586065838
1_55_2012-12-07,21363.03764347034
1_56_2012-12-07,1558.6645949166395
1_58_2012-12-07,3042.5620611034824
1_59_2012-12-07,3417.3007441755703
1_60_2012-12-07,1463.9969247185174
1_67_2012-12-07,8460.664761500271
1_71_2012-12-07,3002.0158397150312
1_72_2012-12-07,81694.17546525717
1_74_2012-12-07,11410.114491689199
1_79_2012-12-07,34289.71965385071
1_80_2012-12-07,20895.23819053413
1_81_2012-12-07,30870.283290553652
1_82_2012-12-07,31538.528958936637
1_83_2012-12-07,5201.184824872528
1_85_2012-12-07,5534.820711500194
1_87_2012-12-07,53744.873603620275
1_90_2012-12-07,96622.64203950774
1_91_2012-12-07,64437.58777419044
1_92_2012-12-07,165813.10063820542
1_93_2012-12-07,82057.43192145752
1_94_2012-12-07,52833.196245126295
1_95_2012-12-07,117584.57649444904
1_96_2012-12-07,18313.586586065838
1_97_2012-12-07,35141.793837357334
1_98_2012-12-07,16800.816360255954
1_99_2012-12-07,18313.586586065838
1_1_2012-12-14,43106.20808349027
1_2_2012-12-14,54034.59535930106
1_3_2012-12-14,13929.803773001682
1_4_2012-12-14,41982.378745564936
1_5_2012-12-14,55691.54973897501
1_6_2012-12-14,11724.900854897307
1_7_2012-12-14,88559.4497790343
1_8_2012-12-14,43095.145982240436
1_9_2012-12-14,36431.63097465945
1_10_2012-12-14,30384.1372561233
1_11_2012-12-14,32274.158445012992
1_12_2012-12-14,7193.5258413049305
1_13_2012-12-14,37128.523352525415
1_14_2012-12-14,30610.810630614556
1_16_2012-12-14,5341.952811429965
1_17_2012-12-14,13014.470130859347
1_18_2012-12-14,18313.586586065838
1_19_2012-12-14,1520.32350952026
1_20_2012-12-14,3681.346618588322
1_21_2012-12-14,10643.522347677235
1_22_2012-12-14,12293.428058644808
1_23_2012-12-14,40266.582552526466
1_24_2012-12-14,13012.372982016761
1_25_2012-12-14,13687.9527197514
1_26_2012-12-14,10561.178919837996
1_27_2012-12-14,3871.6056471691645
1_28_2012-12-14,860.5933250519963
1_29_2012-12-14,9114.850501500165
1_30_2012-12-14,2183.4261713083583
1_31_2012-12-14,3948.1286008598445
1_32_2012-12-14,21635.28735881584
1_33_2012-12-14,12240.798808418916
1_34_2012-12-14,16233.513214697788
1_35_2012-12-14,3176.5641490753933
1_36_2012-12-14,3226.211292097252
1_37_2012-12-14,2262.8107515095335
1_38_2012-12-14,74415.15722560615
1_40_2012-12-14,64829.53946073476
1_41_2012-12-14,2178.3367112103606
1_42_2012-12-14,6581.037833877417
1_44_2012-12-14,8896.252668351173
1_46_2012-12-14,34370.661085999134
1_48_2012-12-14,18313.586586065838
1_49_2012-12-14,9141.097682449203
1_52_2012-12-14,3060.1815244043655
1_54_2012-12-14,18313.586586065838
1_55_2012-12-14,27847.315959538457
1_56_2012-12-14,1372.3783953359152
1_58_2012-12-14,3670.596055551562
1_59_2012-12-14,6757.876765623885
1_60_2012-12-14,1525.3730681797065
1_67_2012-12-14,10802.32073261398
1_71_2012-12-14,3395.831660976555
1_72_2012-12-14,69984.79916314266
1_74_2012-12-14,11070.965187970021
1_79_2012-12-14,34882.56318128144
1_80_2012-12-14,21794.137379056938
1_81_2012-12-14,30745.37187663198
1_82_2012-12-14,42075.226902781076
1_83_2012-12-14,5659.413268268567
1_85_2012-12-14,6885.24433698852
1_87_2012-12-14,56010.20157907577
1_90_2012-12-14,99533.4815461205
1_91_2012-12-14,64838.329095055975
1_92_2012-12-14,170021.37159095792
1_93_2012-12-14,83166.36766164664
1_94_2012-12-14,53769.774638877076
1_95_2012-12-14,119512.56932120098
1_96_2012-12-14,18313.586586065838
1_97_2012-12-14,37212.85230182678
1_98_2012-12-14,17496.968663915453
1_99_2012-12-14,18313.586586065838
1_1_2012-12-21,43133.84949973745
1_2_2012-12-21,54962.37737966375
1_3_2012-12-21,13557.08255500355
1_4_2012-12-21,43691.914639593
1_5_2012-12-21,55974.838366503296
1_6_2012-12-21,12926.37475382379
1_7_2012-12-21,92813.29393842357
1_8_2012-12-21,43502.70787465362
1_9_2012-12-21,40244.12120629271
1_10_2012-12-21,30234.51893029005
1_11_2012-12-21,30114.320102144826
1_12_2012-12-21,7483.955405016862
1_13_2012-12-21,37676.20501189774
1_14_2012-12-21,33830.19730410032
1_16_2012-12-21,6039.380231940981
1_17_2012-12-21,13930.585133401286
1_18_2012-12-21,18313.586586065838
1_19_2012-12-21,1393.931721868556
1_20_2012-12-21,4049.3600835833718
1_21_2012-12-21,10599.939376602213
1_22_2012-12-21,13553.170546274127
1_23_2012-12-21,41749.37315871058
1_24_2012-12-21,12160.203761208342
1_25_2012-12-21,13755.080329081615
1_26_2012-12-21,10539.738065203059
1_27_2012-12-21,4069.335444375747
1_28_2012-12-21,815.151952090865
1_29_2012-12-21,9913.084427779322
1_30_2012-12-21,2275.0950605931143
1_31_2012-12-21,3838.443789212347
1_32_2012-12-21,25166.424157462425
1_33_2012-12-21,11617.276553892336
1_34_2012-12-21,16123.09657364893
1_35_2012-12-21,3257.4320458130906
1_36_2012-12-21,3358.736496390198
1_37_2012-12-21,2374.975365380243
1_38_2012-12-21,69755.40615083407
1_40_2012-12-21,65547.93847903302
1_41_2012-12-21,2232.802789870975
1_42_2012-12-21,6813.142192300978
1_44_2012-12-21,7720.935409479424
1_46_2012-12-21,38690.277249201186
1_47_2012-12-21,18313.586586065838
1_48_2012-12-21,18313.586586065838
1_49_2012-12-21,9368.151083600804
1_52_2012-12-21,2613.5710834289494
1_54_2012-12-21,18313.586586065838
1_55_2012-12-21,32903.36142322547
1_56_2012-12-21,1007.4157207464746
1_58_2012-12-21,3968.8980711009044
1_59_2012-12-21,8384.488813246335
1_60_2012-12-21,1323.2513587729395
1_67_2012-12-21,11347.022643632574
1_71_2012-12-21,3896.1683524680557
1_72_2012-12-21,69856.07712454247
1_74_2012-12-21,12605.802021018912
1_79_2012-12-21,35319.67919520511
1_80_2012-12-21,22446.806492739666
1_81_2012-12-21,30915.147424980474
1_82_2012-12-21,46574.4664618721
1_83_2012-12-21,6060.97975789548
1_85_2012-12-21,6959.299844134361
1_87_2012-12-21,57079.50897150049
1_90_2012-12-21,102466.86958186793
1_91_2012-12-21,65808.14844508785
1_92_2012-12-21,174627.68383125524
1_93_2012-12-21,86549.79355328825
1_94_2012-12-21,56772.896137080956
1_95_2012-12-21,120476.72228080533
1_96_2012-12-21,18313.586586065838
1_97_2012-12-21,38752.623539337794
1_98_2012-12-21,17129.305812396095
1_99_2012-12-21,18313.586586065838
1_1_2012-12-28,34429.85245276109
1_2_2012-12-28,50589.595259786955
1_3_2012-12-28,12349.91562453064
1_4_2012-12-28,44086.37448684114
1_5_2012-12-28,48574.46802865797
1_6_2012-12-28,11027.660647294031
1_7_2012-12-28,71758.03250432629
1_8_2012-12-28,42057.46288878906
1_9_2012-12-28,36692.62214041996
1_10_2012-12-28,29391.746494390747
1_11_2012-12-28,28074.593851732734
1_12_2012-12-28,7851.130976462201
1_13_2012-12-28,38395.4405052534
1_14_2012-12-28,31773.604367500775
1_16_2012-12-28,7027.56346762598
1_17_2012-12-28,12850.107652271723
1_18_2012-12-28,18313.586586065838
1_19_2012-12-28,1080.4525454223653
1_20_2012-12-28,4368.81396605568
1_21_2012-12-28,9318.25711884835
1_22_2012-12-28,13321.599305761652
1_23_2012-12-28,34712.73017431838
1_24_2012-12-28,9131.76278767399
1_25_2012-12-28,11790.287037939699
1_26_2012-12-28,8612.670921175544
1_27_2012-12-28,3450.1362702381966
1_28_2012-12-28,666.3401999110549
1_29_2012-12-28,8636.57103854806
1_30_2012-12-28,2185.7504629473224
1_31_2012-12-28,2936.147319687572
1_32_2012-12-28,21157.534884285553
1_33_2012-12-28,8946.411977698272
1_34_2012-12-28,14310.509748057406
1_35_2012-12-28,2804.5639493471685
1_36_2012-12-28,2842.013234742446
1_37_2012-12-28,2462.013902763489
1_38_2012-12-28,66541.85312911714
1_40_2012-12-28,65014.636206957315
1_41_2012-12-28,1644.3679271491123
1_42_2012-12-28,7072.467021298982
1_44_2012-12-28,5834.810266087482
1_46_2012-12-28,34508.86302083647
1_48_2012-12-28,18313.586586065838
1_49_2012-12-28,10057.275930387552
1_52_2012-12-28,1861.6767683647222
1_54_2012-12-28,18313.586586065838
1_55_2012-12-28,30678.129061111656
1_56_2012-12-28,580.719552166744
1_58_2012-12-28,3440.6313525976634
1_59_2012-12-28,6905.792299726756
1_60_2012-12-28,1007.1246489061896
1_67_2012-12-28,9468.69155661197
1_71_2012-12-28,3863.1039006756655
1_72_2012-12-28,70726.50947278371
1_74_2012-12-28,14592.72580461979
1_79_2012-12-28,34686.4998054052
1_80_2012-12-28,22027.048594659427
1_81_2012-12-28,30908.354453652217
1_82_2012-12-28,40700.8584397299
1_83_2012-12-28,6345.1785775481285
1_85_2012-12-28,5689.0799735856735
1_87_2012-12-28,55217.85346058857
1_90_2012-12-28,101086.59687131344
1_91_2012-12-28,66474.52804149785
1_92_2012-12-28,170687.88537652945
1_93_2012-12-28,87357.09779717434
1_94_2012-12-28,59121.60647475718
1_95_2012-12-28,118905.5935263531
1_96_2012-12-28,18313.586586065838
1_97_2012-12-28,38475.71314283515
1_98_2012-12-28,15262.752291790206
1_99_2012-12-28,18313.586586065838
1_1_2013-01-04,22565.123473592925
1_2_2013-01-04,44262.144634012046
1_3_2013-01-04,12251.697778918196
1_4_2013-01-04,41792.62965649269
1_5_2013-01-04,34217.06447008742
1_6_2013-01-04,6218.838757574938
1_7_2013-01-04,35752.09884272715
1_8_2013-01-04,39992.78382050563
1_9_2013-01-04,26808.948893734712
1_10_2013-01-04,27287.667010495483
1_11_2013-01-04,26676.428911441606
1_12_2013-01-04,7805.083352851012
1_13_2013-01-04,38844.95414048833
1_14_2013-01-04,23932.670136271983
1_16_2013-01-04,6963.668612064552
1_17_2013-01-04,10103.852803561895
1_18_2013-01-04,18313.586586065838
1_19_2013-01-04,745.4388163577125
1_20_2013-01-04,4220.360806918967
1_21_2013-01-04,7543.92096364914
1_22_2013-01-04,10706.589307008098
1_23_2013-01-04,23051.063477373573
1_24_2013-01-04,5687.609544665362
1_25_2013-01-04,8711.923954995147
1_26_2013-01-04,5698.544686831705
1_27_2013-01-04,2382.8893562281964
1_28_2013-01-04,535.5534134748024
1_29_2013-01-04,5915.412812675478
1_30_2013-01-04,1913.4685767585954
1_31_2013-01-04,2059.3512257238012
1_32_2013-01-04,11812.263976155049
1_33_2013-01-04,5596.532196082226
1_34_2013-01-04,11399.548070935538
1_35_2013-01-04,2042.8932797951559
1_36_2013-01-04,1828.3817614131585
1_37_2013-01-04,2369.4353328799943
1_38_2013-01-04,69242.54953200887
1_40_2013-01-04,63770.68293516105
1_41_2013-01-04,689.2770426161485
1_42_2013-01-04,7206.849861417447
1_44_2013-01-04,4337.955974500864
1_46_2013-01-04,24529.26671717821
1_48_2013-01-04,18313.586586065838
1_49_2013-01-04,10830.818262885496
1_52_2013-01-04,1204.5446699877389
1_54_2013-01-04,18313.586586065838
1_55_2013-01-04,20933.030718064427
1_56_2013-01-04,309.34454680264116
1_58_2013-01-04,2333.2071783108154
1_59_2013-01-04,3299.168750897948
1_60_2013-01-04,805.9863593907553
1_67_2013-01-04,6171.867902193118
1_71_2013-01-04,3095.8311695204234
1_72_2013-01-04,60031.577145911615
1_74_2013-01-04,14991.453146487922
1_79_2013-01-04,33351.490794773454
1_80_2013-01-04,20581.148434307546
1_81_2013-01-04,30606.362855879182
1_82_2013-01-04,28033.006121623624
1_83_2013-01-04,6457.963733949463
1_85_2013-01-04,3890.6476226409627
1_87_2013-01-04,51428.283943817376
1_90_2013-01-04,95201.45737510582
1_91_2013-01-04,66550.2722708316
1_92_2013-01-04,158139.41263597977
1_93_2013-01-04,83588.78592005942
1_94_2013-01-04,58708.84550149714
1_95_2013-01-04,115081.01165151093
1_96_2013-01-04,18313.586586065838
1_97_2013-01-04,36680.78632023272
1_98_2013-01-04,12550.517658536523
1_1_2013-01-11,14013.170130480195
1_2_2013-01-11,40802.942594784196
1_3_2013-01-11,13630.82741463641
1_4_2013-01-11,38072.221621244826
1_5_2013-01-11,20133.838564068687
1_6_2013-01-11,1274.289594899814
1_7_2013-01-11,6372.579223882087
1_8_2013-01-11,39065.059325779075
1_9_2013-01-11,17334.846713366314
1_10_2013-01-11,24737.929957411925
1_11_2013-01-11,25558.06807712522
1_12_2013-01-11,7478.053492776717
